ItemNumber,StoreNumber,CurrentPrice,Approval,Strategy
465,1,99.99,Approved,A
465,2,99.99,Approved,A
1888,3,61.99,Approved,B
1888,1,61.99,Approved,B
1888,2,61.99,Approved,B
1888,4,61.99,Approved,B
1888,10,69.99,Approved,B
1942,1,9.49,Approved,C
1942,2,9.49,Approved,C
1942,3,9.49,Approved,C
1942,10,8.49,Approved,C
1835,4,12.99,Approved,A
1835,2,12.99,Approved,A
1835,3,12.99,Approved,A
1835,10,12.49,Approved,A
177,1,12.99,Approved,C
177,3,12.99,Approved,C
1509,4,9.99,Approved,B
1509,10,8.99,Approved,B
246,3,19.99,Approved,B
246,10,22.99,Approved,B
22,3,9.79,Approved,A
22,2,9.79,Approved,A
22,4,9.79,Approved,A
1575,2,8.49,Approved,B
1575,4,8.49,Approved,B
1975,5,4.49,Approved,A
1906,6,9.99,Approved,A
1812,6,16.49,Approved,A
649,6,19.99,Approved,A
649,10,25.99,Approved,A
1321,10,24.99,Approved,A
1430,6,49.99,Approved,B
1430,10,52.99,Approved,B
527,6,8.29,Approved,D
1685,6,12.49,Approved,B
1066,6,19.99,Approved,C
1066,9,20.99,Approved,C
1066,8,20.99,Approved,C
1594,6,74.99,Approved,A
3,6,8.49,Approved,D
3,10,8.99,Approved,D
770,5,14.99,Approved,A
1211,2,29.99,Approved,A
1211,4,29.99,Approved,A
1211,3,29.99,Approved,A
1516,5,16.99,Approved,D
1975,4,4.79,Approved,A
1975,1,4.79,Approved,A
1975,10,4.99,Approved,A
1906,1,8.99,Approved,A
1906,4,8.99,Approved,A
1906,2,8.99,Approved,A
1812,4,17.49,Approved,A
1735,3,7.99,Approved,A
1735,4,7.99,Approved,A
649,4,16.99,Approved,A
649,2,16.99,Approved,A
649,3,16.99,Approved,A
649,5,19.99,Approved,A
1615,4,12.29,Approved,A
1615,3,12.29,Approved,A
1430,1,52.99,Approved,B
1430,2,52.99,Approved,B
1430,4,52.99,Approved,B
1430,5,39.99,Approved,B
527,3,8.49,Approved,D
527,4,8.49,Approved,D
527,2,8.49,Approved,D
527,5,8.29,Approved,D
1685,3,10.49,Approved,B
1685,1,10.49,Approved,B
1685,2,10.49,Approved,B
588,1,34.99,Approved,B
588,3,34.99,Approved,B
21,4,8.99,Approved,B
1594,4,79.99,Approved,A
1122,3,34.99,Approved,C
1122,1,34.99,Approved,C
1122,4,34.99,Approved,C
1122,5,31.49,Approved,C
1317,3,27.99,Approved,D
1317,1,27.99,Approved,D
1317,10,28.99,Approved,D
1321,3,22.99,Approved,A
1321,1,22.99,Approved,A
1321,2,22.99,Approved,A
1321,4,22.99,Approved,A
1321,5,22.99,Approved,A
483,2,9.99,Approved,A
149,3,8.49,Approved,A
149,1,8.49,Approved,A
149,2,8.49,Approved,A
149,4,8.49,Approved,A
1194,3,11.99,Approved,A
1194,2,11.99,Approved,A
1194,5,10.99,Approved,A
1319,3,49.99,Approved,A
1319,1,49.99,Approved,A
1319,2,49.99,Approved,A
913,5,49.99,Approved,B
1363,5,9.99,Approved,B
1384,5,44.99,Approved,B
940,10,17.49,Approved,B
1920,6,19.49,Approved,A
1920,10,19.99,Approved,A
1945,6,8.99,Approved,D
421,5,16.79,Approved,A
1471,6,11.99,Approved,B
1547,5,11.29,Approved,A
442,6,7.29,Approved,A
6,6,8.49,Approved,A
6,10,9.49,Approved,A
392,5,11.99,Approved,D
1115,5,35.99,Approved,A
137,6,9.29,Approved,C
706,6,12.29,Approved,A
706,10,11.99,Approved,A
1024,5,9.99,Approved,C
577,5,11.99,Approved,A
1201,10,32.99,Approved,B
1254,5,12.29,Approved,B
1679,6,6.49,Approved,B
358,5,14.49,Approved,A
292,6,12.79,Approved,B
1315,5,58.99,Approved,B
1167,10,6.99,Approved,B
1622,6,15.99,Approved,A
1262,6,9.29,Approved,A
1263,5,10.99,Approved,A
33,6,51.99,Approved,D
1538,10,28.99,Approved,B
34,6,9.29,Approved,B
1531,6,6.29,Approved,A
1531,10,4.49,Approved,A
1971,6,4.49,Approved,B
1307,6,7.49,Approved,A
1307,10,6.99,Approved,A
1570,6,62.99,Approved,A
1570,10,62.99,Approved,A
1760,7,6.49,Approved,B
1760,9,6.49,Approved,B
1760,8,6.49,Approved,B
613,10,11.49,Approved,A
139,6,8.99,Approved,A
139,10,8.49,Approved,A
1530,6,8.99,Approved,B
1530,10,7.99,Approved,B
1534,6,9.99,Approved,B
234,6,16.99,Approved,B
234,10,14.99,Approved,B
1495,6,65.99,Approved,B
1495,10,59.99,Approved,B
1384,9,44.99,Approved,B
1384,7,44.99,Approved,B
93,6,56.99,Approved,A
442,5,7.29,Approved,A
1310,6,18.49,Approved,B
136,6,9.29,Approved,B
136,10,9.99,Approved,B
1185,6,10.99,Approved,C
105,6,8.79,Approved,D
245,6,16.99,Approved,D
943,6,12.49,Approved,D
913,6,49.99,Approved,B
1038,6,12.99,Approved,C
1038,10,12.99,Approved,C
1845,6,10.49,Approved,B
137,5,9.29,Approved,C
1817,6,39.99,Approved,D
1817,10,39.99,Approved,D
1024,6,9.99,Approved,C
577,6,11.99,Approved,A
421,6,15.99,Approved,A
1547,6,11.29,Approved,A
1407,6,11.99,Approved,A
150,10,4.99,Approved,B
392,6,12.49,Approved,D
1079,1,10.99,Approved,A
1079,4,10.99,Approved,A
1079,2,10.99,Approved,A
1079,5,10.99,Approved,A
1115,2,36.99,Approved,A
1115,4,36.99,Approved,A
1115,3,36.99,Approved,A
1845,4,9.99,Approved,B
137,1,8.49,Approved,C
137,3,8.49,Approved,C
137,2,8.49,Approved,C
137,10,9.99,Approved,C
706,2,9.99,Approved,A
706,1,9.99,Approved,A
706,4,9.99,Approved,A
1022,4,11.99,Approved,C
1022,2,11.99,Approved,C
1022,5,9.99,Approved,C
1018,4,12.49,Approved,A
1018,1,12.49,Approved,A
1018,2,12.49,Approved,A
831,2,14.99,Approved,A
831,5,14.99,Approved,A
1037,2,11.99,Approved,A
1037,3,11.99,Approved,A
53,3,99.99,Approved,C
1118,1,27.99,Approved,B
1118,4,27.99,Approved,B
1118,2,27.99,Approved,B
1118,10,23.99,Approved,B
590,4,14.99,Approved,D
590,2,14.99,Approved,D
590,5,12.99,Approved,D
1151,4,11.99,Approved,A
1151,2,11.99,Approved,A
1151,5,12.49,Approved,A
1343,2,149.99,Approved,B
1343,3,149.99,Approved,B
1343,1,149.99,Approved,B
1343,4,149.99,Approved,B
1870,3,2.99,Approved,A
1870,6,3.29,Approved,A
1870,10,2.99,Approved,A
1220,1,15.99,Approved,C
1220,4,15.99,Approved,C
1220,3,15.99,Approved,C
1220,2,15.99,Approved,C
1695,4,13.49,Approved,B
1695,1,13.49,Approved,B
1695,5,14.49,Approved,B
911,4,7.29,Approved,B
911,5,6.99,Approved,B
1596,4,15.99,Approved,D
377,2,12.29,Approved,A
377,3,12.29,Approved,A
377,1,12.29,Approved,A
1693,1,16.99,Approved,A
1693,4,16.99,Approved,A
1693,3,16.99,Approved,A
1693,2,16.99,Approved,A
1320,1,74.99,Approved,D
1320,4,74.99,Approved,D
1320,2,74.99,Approved,D
1320,3,74.99,Approved,D
565,4,17.99,Approved,A
565,3,17.99,Approved,A
1929,1,9.49,Approved,A
1929,4,9.49,Approved,A
1929,10,8.49,Approved,A
195,1,4.49,Approved,D
195,4,4.49,Approved,D
195,3,4.49,Approved,D
195,10,4.99,Approved,D
714,3,53.99,Approved,A
714,1,53.99,Approved,A
714,2,53.99,Approved,A
714,4,53.99,Approved,A
714,10,54.99,Approved,A
910,3,7.99,Approved,C
910,1,7.99,Approved,C
910,2,7.99,Approved,C
910,4,7.99,Approved,C
1436,9,39.99,Approved,D
1436,8,39.99,Approved,D
160,9,8.49,Approved,A
590,7,14.99,Approved,D
590,8,14.99,Approved,D
590,9,14.99,Approved,D
1518,8,7.29,Approved,B
1518,7,7.29,Approved,B
1518,9,7.29,Approved,B
584,5,4.79,Approved,C
328,3,119.99,Approved,B
328,1,119.99,Approved,B
328,4,119.99,Approved,B
474,1,15.99,Approved,A
474,4,15.99,Approved,A
474,2,15.99,Approved,A
474,3,15.99,Approved,A
213,4,139.99,Approved,D
213,3,139.99,Approved,D
213,2,139.99,Approved,D
213,5,119.99,Approved,D
1943,4,5.79,Approved,A
881,1,7.99,Approved,A
881,2,7.99,Approved,A
881,4,7.99,Approved,A
881,10,10.99,Approved,A
1065,4,10.99,Approved,B
1065,2,10.99,Approved,B
1065,10,10.99,Approved,B
1129,3,35.49,Approved,B
1129,4,35.49,Approved,B
1129,5,36.99,Approved,B
1128,1,57.99,Approved,B
1128,4,57.99,Approved,B
1128,5,53.99,Approved,B
1720,2,9.49,Approved,A
1720,1,9.49,Approved,A
1720,4,9.49,Approved,A
1720,10,9.49,Approved,A
36,1,14.49,Approved,B
36,4,14.49,Approved,B
36,2,14.49,Approved,B
36,3,14.49,Approved,B
36,10,15.99,Approved,B
1480,4,37.99,Approved,B
1480,2,37.99,Approved,B
1480,3,37.99,Approved,B
1480,5,32.99,Approved,B
969,1,9.49,Approved,B
969,2,9.49,Approved,B
372,2,15.99,Approved,A
372,5,14.49,Approved,A
364,3,16.99,Approved,B
364,1,16.99,Approved,B
364,2,16.99,Approved,B
364,4,16.99,Approved,B
364,5,14.49,Approved,B
874,2,6.99,Approved,B
874,5,8.79,Approved,B
1949,1,29.99,Approved,B
1949,3,29.99,Approved,B
1949,10,33.49,Approved,B
238,1,15.99,Approved,A
238,4,15.99,Approved,A
238,3,15.99,Approved,A
238,2,15.99,Approved,A
238,5,16.99,Approved,A
4,1,8.99,Approved,C
4,4,8.99,Approved,C
4,2,8.99,Approved,C
4,5,8.99,Approved,C
936,4,15.99,Approved,C
285,3,9.99,Approved,B
285,4,9.99,Approved,B
285,10,10.99,Approved,B
432,1,8.99,Approved,A
432,4,8.99,Approved,A
432,2,8.99,Approved,A
432,3,8.99,Approved,A
1648,4,99.99,Approved,A
1648,2,99.99,Approved,A
1648,5,99.99,Approved,A
480,3,12.99,Approved,A
480,2,12.99,Approved,A
480,4,12.99,Approved,A
480,5,13.49,Approved,A
374,4,13.99,Approved,A
182,1,49.99,Approved,C
182,4,49.99,Approved,C
182,2,49.99,Approved,C
182,3,49.99,Approved,C
182,5,52.99,Approved,C
958,1,7.99,Approved,C
958,3,7.99,Approved,C
958,2,7.99,Approved,C
958,4,7.99,Approved,C
958,5,8.79,Approved,C
1494,1,53.99,Approved,A
1494,3,53.99,Approved,A
1494,5,53.99,Approved,A
706,5,12.79,Approved,A
1817,3,39.99,Approved,D
1817,1,39.99,Approved,D
1817,5,39.99,Approved,D
1016,4,11.99,Approved,D
1016,5,9.99,Approved,D
577,1,11.99,Approved,A
577,4,11.99,Approved,A
577,10,12.99,Approved,A
1350,3,9.99,Approved,C
1350,4,9.99,Approved,C
1350,5,11.99,Approved,C
699,2,22.99,Approved,B
699,4,22.99,Approved,B
699,3,22.99,Approved,B
699,5,24.49,Approved,B
1855,1,9.49,Approved,D
1855,4,9.49,Approved,D
1855,5,9.29,Approved,D
1902,2,28.99,Approved,C
1902,1,28.99,Approved,C
1902,3,28.99,Approved,C
1902,4,28.99,Approved,C
1902,5,33.99,Approved,C
956,1,14.49,Approved,B
956,3,14.49,Approved,B
956,2,14.49,Approved,B
956,4,14.49,Approved,B
715,1,24.99,Approved,A
715,4,24.99,Approved,A
715,5,24.99,Approved,A
659,3,54.99,Approved,A
659,1,54.99,Approved,A
659,2,54.99,Approved,A
809,4,12.99,Approved,A
1407,4,10.29,Approved,A
1805,1,15.99,Approved,A
1805,4,15.99,Approved,A
1805,2,15.99,Approved,A
1805,3,15.99,Approved,A
1393,1,20.99,Approved,A
1393,2,20.99,Approved,A
1393,5,20.99,Approved,A
1787,1,39.99,Approved,A
1787,2,39.99,Approved,A
1787,3,39.99,Approved,A
1787,4,39.99,Approved,A
1787,5,39.99,Approved,A
1706,5,25.99,Approved,A
1559,3,17.99,Approved,D
1559,1,17.99,Approved,D
1559,4,17.99,Approved,D
1559,5,19.99,Approved,D
1874,6,4.99,Approved,B
555,3,13.49,Approved,A
555,1,13.49,Approved,A
555,4,13.49,Approved,A
555,5,13.49,Approved,A
1387,3,8.99,Approved,A
1387,4,8.99,Approved,A
1387,1,8.99,Approved,A
1387,2,8.99,Approved,A
1387,6,11.29,Approved,A
1387,10,8.99,Approved,A
1287,3,64.99,Approved,A
1287,4,64.99,Approved,A
1287,2,64.99,Approved,A
1287,5,59.99,Approved,A
194,4,4.49,Approved,B
194,5,6.29,Approved,B
304,1,14.99,Approved,A
304,4,14.99,Approved,A
304,5,17.99,Approved,A
815,3,54.99,Approved,A
815,1,54.99,Approved,A
1039,3,13.99,Approved,B
647,1,7.99,Approved,A
647,4,7.99,Approved,A
647,3,7.99,Approved,A
1337,4,8.49,Approved,B
564,4,12.99,Approved,A
564,2,12.99,Approved,A
1970,3,8.99,Approved,A
1970,1,8.99,Approved,A
1970,4,8.99,Approved,A
1970,10,8.49,Approved,A
1989,1,6.49,Approved,A
1989,2,6.49,Approved,A
1989,4,6.49,Approved,A
1989,5,7.99,Approved,A
1976,2,5.99,Approved,C
1976,4,5.99,Approved,C
1976,5,4.49,Approved,C
1707,5,10.99,Approved,C
1709,5,12.79,Approved,B
1096,4,16.99,Approved,B
1096,2,16.99,Approved,B
1096,3,16.99,Approved,B
1096,5,15.99,Approved,B
173,3,89.99,Approved,A
173,1,89.99,Approved,A
173,2,89.99,Approved,A
173,4,89.99,Approved,A
1473,3,16.99,Approved,C
1473,1,16.99,Approved,C
1473,2,16.99,Approved,C
1473,4,16.99,Approved,C
1473,5,13.29,Approved,C
801,3,19.99,Approved,B
801,1,19.99,Approved,B
801,2,19.99,Approved,B
801,4,19.99,Approved,B
801,5,24.99,Approved,B
3,1,8.49,Approved,D
3,5,8.49,Approved,D
444,3,16.99,Approved,B
444,2,16.99,Approved,B
444,4,16.99,Approved,B
444,5,19.49,Approved,B
1423,4,84.99,Approved,A
1824,3,3.79,Approved,B
1824,2,3.79,Approved,B
1824,4,3.79,Approved,B
739,3,49.99,Approved,A
739,1,49.99,Approved,A
739,4,49.99,Approved,A
739,5,49.99,Approved,A
1806,4,14.49,Approved,C
882,3,30.99,Approved,A
882,4,30.99,Approved,A
882,1,30.99,Approved,A
882,10,33.99,Approved,A
1928,2,13.99,Approved,B
1928,4,13.99,Approved,B
478,1,8.99,Approved,A
478,4,8.99,Approved,A
478,2,8.99,Approved,A
478,3,8.99,Approved,A
478,6,10.49,Approved,A
478,10,7.99,Approved,A
359,3,19.99,Approved,B
359,2,19.99,Approved,B
359,4,19.99,Approved,B
359,5,17.99,Approved,B
362,4,19.99,Approved,A
362,1,19.99,Approved,A
362,5,17.99,Approved,A
365,4,19.99,Approved,A
365,2,19.99,Approved,A
365,3,19.99,Approved,A
365,5,17.99,Approved,A
1158,3,6.49,Approved,B
1158,1,6.49,Approved,B
1158,2,6.49,Approved,B
1158,4,6.49,Approved,B
1158,5,6.99,Approved,B
563,2,14.99,Approved,C
563,3,14.99,Approved,C
563,1,14.99,Approved,C
563,4,14.99,Approved,C
563,10,16.49,Approved,C
594,4,6.99,Approved,A
594,1,6.99,Approved,A
594,5,6.99,Approved,A
1411,2,9.99,Approved,A
1411,3,9.99,Approved,A
1411,1,9.99,Approved,A
1411,4,9.99,Approved,A
1411,5,10.99,Approved,A
1401,3,64.99,Approved,B
1401,2,64.99,Approved,B
1401,4,64.99,Approved,B
1401,1,64.99,Approved,B
816,3,34.99,Approved,A
816,4,34.99,Approved,A
816,1,34.99,Approved,A
816,2,34.99,Approved,A
816,5,34.99,Approved,A
1265,5,10.79,Approved,C
1431,2,29.99,Approved,A
1431,3,29.99,Approved,A
1431,4,29.99,Approved,A
1431,1,29.99,Approved,A
1431,5,39.99,Approved,A
1898,1,7.99,Approved,D
1898,4,7.99,Approved,D
1898,2,7.99,Approved,D
1898,3,7.99,Approved,D
1898,5,9.29,Approved,D
1121,1,15.79,Approved,A
1121,2,15.79,Approved,A
1121,3,15.79,Approved,A
1117,1,14.79,Approved,D
1117,2,14.79,Approved,D
1117,3,14.79,Approved,D
1117,5,15.49,Approved,D
152,3,4.79,Approved,A
1313,7,61.99,Approved,A
1313,9,61.99,Approved,A
1313,8,61.99,Approved,A
682,7,25.99,Approved,B
682,8,25.99,Approved,B
682,9,25.99,Approved,B
182,7,49.99,Approved,C
958,7,7.99,Approved,C
958,8,7.99,Approved,C
958,9,7.99,Approved,C
1494,7,53.99,Approved,A
1129,7,35.49,Approved,B
1129,9,35.49,Approved,B
1129,8,35.49,Approved,B
1128,8,74.99,Approved,B
1128,7,74.99,Approved,B
1128,9,74.99,Approved,B
1754,1,5.99,Approved,B
1754,4,5.99,Approved,B
1754,3,5.99,Approved,B
1754,10,6.49,Approved,B
1720,7,8.99,Approved,A
1720,9,8.99,Approved,A
36,8,15.99,Approved,B
969,8,8.99,Approved,B
969,9,8.99,Approved,B
816,7,34.99,Approved,A
816,9,34.99,Approved,A
816,8,34.99,Approved,A
1949,9,34.99,Approved,B
238,7,14.99,Approved,A
238,8,14.99,Approved,A
4,9,9.29,Approved,C
936,7,18.99,Approved,C
936,8,18.99,Approved,C
936,9,18.99,Approved,C
432,7,8.29,Approved,A
432,9,8.29,Approved,A
1648,7,99.99,Approved,A
1648,9,99.99,Approved,A
1648,8,99.99,Approved,A
1375,7,26.99,Approved,A
1375,8,26.99,Approved,A
1375,9,26.99,Approved,A
1158,8,6.49,Approved,B
1158,9,6.49,Approved,B
1158,7,6.49,Approved,B
594,9,6.99,Approved,A
594,8,6.99,Approved,A
1411,7,11.49,Approved,A
1411,8,11.49,Approved,A
1411,9,11.49,Approved,A
1401,8,64.99,Approved,B
767,9,114.99,Approved,A
588,7,37.99,Approved,B
21,7,8.99,Approved,B
493,7,7.99,Approved,C
493,9,7.99,Approved,C
1973,9,4.49,Approved,A
401,7,89.99,Approved,C
401,9,89.99,Approved,C
3,7,8.99,Approved,D
3,8,8.99,Approved,D
444,9,16.99,Approved,B
444,8,16.99,Approved,B
1317,7,28.99,Approved,D
1317,8,28.99,Approved,D
1317,9,28.99,Approved,D
1321,7,24.99,Approved,A
1321,9,24.99,Approved,A
149,7,8.49,Approved,A
149,8,8.49,Approved,A
1319,9,43.99,Approved,A
1319,7,43.99,Approved,A
1319,8,43.99,Approved,A
647,7,9.79,Approved,A
647,8,9.79,Approved,A
1970,7,8.49,Approved,A
1970,9,8.49,Approved,A
1989,7,7.49,Approved,A
1989,8,7.49,Approved,A
1989,9,7.49,Approved,A
1976,7,4.99,Approved,C
1976,9,4.99,Approved,C
1976,8,4.99,Approved,C
1096,8,18.49,Approved,B
1096,7,18.49,Approved,B
1096,9,18.49,Approved,B
1473,7,14.99,Approved,C
1473,8,14.99,Approved,C
801,9,19.99,Approved,B
1122,9,33.99,Approved,C
1122,7,33.99,Approved,C
1928,9,13.99,Approved,B
1928,7,13.99,Approved,B
359,8,17.99,Approved,B
359,9,17.99,Approved,B
1990,7,7.49,Approved,A
1990,9,7.49,Approved,A
1990,8,7.49,Approved,A
739,8,54.99,Approved,A
739,9,54.99,Approved,A
882,8,34.99,Approved,A
882,9,34.99,Approved,A
882,7,34.99,Approved,A
1399,7,129.99,Approved,C
1399,8,129.99,Approved,C
226,8,7.99,Approved,A
226,7,7.99,Approved,A
226,9,7.99,Approved,A
514,9,11.99,Approved,A
514,8,11.99,Approved,A
146,7,4.79,Approved,C
146,8,4.79,Approved,C
146,9,4.79,Approved,C
1990,4,6.49,Approved,A
1990,5,7.99,Approved,A
145,3,7.99,Approved,A
145,2,7.99,Approved,A
145,4,7.99,Approved,A
145,5,8.99,Approved,A
404,1,16.99,Approved,A
404,4,16.99,Approved,A
404,2,16.99,Approved,A
404,3,16.99,Approved,A
404,10,16.99,Approved,A
1548,3,10.99,Approved,B
1548,2,10.99,Approved,B
1548,1,10.99,Approved,B
1548,10,11.99,Approved,B
1224,2,8.99,Approved,B
1982,5,4.49,Approved,A
514,3,9.99,Approved,A
514,1,9.99,Approved,A
514,4,9.99,Approved,A
514,10,11.99,Approved,A
146,1,4.79,Approved,C
146,4,4.79,Approved,C
146,2,4.79,Approved,C
146,3,4.79,Approved,C
138,1,8.49,Approved,B
138,4,8.49,Approved,B
138,2,8.49,Approved,B
138,5,9.29,Approved,B
1539,4,29.99,Approved,B
1539,5,31.99,Approved,B
1164,4,14.99,Approved,A
835,9,15.99,Approved,C
835,7,15.99,Approved,C
754,7,54.99,Approved,A
754,8,54.99,Approved,A
754,9,54.99,Approved,A
912,8,8.99,Approved,C
912,9,8.99,Approved,C
361,7,13.99,Approved,B
361,9,13.99,Approved,B
361,8,13.99,Approved,B
1693,7,19.99,Approved,A
1693,8,19.99,Approved,A
1693,9,19.99,Approved,A
1320,7,89.99,Approved,D
1320,8,89.99,Approved,D
1320,9,89.99,Approved,D
1931,6,7.79,Approved,B
1931,10,6.79,Approved,B
1340,9,8.49,Approved,A
1340,7,8.49,Approved,A
1340,8,8.49,Approved,A
700,9,21.99,Approved,A
1422,7,159.99,Approved,D
1422,8,159.99,Approved,D
1422,9,159.99,Approved,D
465,7,76.99,Approved,A
465,9,76.99,Approved,A
1888,9,67.99,Approved,B
1888,8,67.99,Approved,B
1942,7,8.49,Approved,C
1942,9,8.49,Approved,C
1942,8,8.49,Approved,C
177,9,11.99,Approved,C
979,7,19.99,Approved,A
979,9,19.99,Approved,A
1509,7,8.99,Approved,B
246,7,23.49,Approved,B
246,9,23.49,Approved,B
246,8,23.49,Approved,B
22,7,11.49,Approved,A
1575,7,8.99,Approved,B
1575,8,8.99,Approved,B
1575,9,8.99,Approved,B
831,8,17.99,Approved,A
831,7,17.99,Approved,A
831,9,17.99,Approved,A
1118,7,23.99,Approved,B
1118,8,23.99,Approved,B
1118,9,23.99,Approved,B
1929,7,8.49,Approved,A
195,7,4.99,Approved,D
195,8,4.99,Approved,D
714,7,54.99,Approved,A
714,9,54.99,Approved,A
714,8,54.99,Approved,A
910,9,7.99,Approved,C
910,7,7.99,Approved,C
910,8,7.99,Approved,C
516,7,11.99,Approved,B
516,8,11.99,Approved,B
516,9,11.99,Approved,B
1719,8,8.99,Approved,A
1719,9,8.99,Approved,A
1719,7,8.99,Approved,A
1151,7,11.99,Approved,A
1151,8,11.99,Approved,A
1151,9,11.99,Approved,A
1343,7,149.99,Approved,B
1220,7,16.99,Approved,C
1220,8,16.99,Approved,C
1087,2,7.99,Approved,B
1087,4,7.99,Approved,B
1087,5,9.29,Approved,B
373,3,14.99,Approved,A
373,4,14.99,Approved,A
970,1,8.99,Approved,B
970,2,8.99,Approved,B
970,4,8.99,Approved,B
970,5,9.99,Approved,B
296,3,14.99,Approved,D
296,1,14.99,Approved,D
296,2,14.99,Approved,D
296,4,14.99,Approved,D
296,10,15.99,Approved,D
97,1,279.99,Approved,A
97,4,279.99,Approved,A
97,2,279.99,Approved,A
97,5,239.99,Approved,A
817,1,38.99,Approved,B
817,4,38.99,Approved,B
817,2,38.99,Approved,B
817,6,38.99,Approved,B
817,10,38.99,Approved,B
1097,1,10.99,Approved,D
1097,2,10.99,Approved,D
1097,4,10.99,Approved,D
1097,5,12.79,Approved,D
1355,4,12.99,Approved,B
1355,1,12.99,Approved,B
1355,2,12.99,Approved,B
1355,5,13.99,Approved,B
1035,1,29.49,Approved,A
1289,3,49.99,Approved,A
1289,4,49.99,Approved,A
1289,10,44.99,Approved,A
1469,5,15.49,Approved,A
1010,1,24.99,Approved,A
1010,2,24.99,Approved,A
1010,3,24.99,Approved,A
1010,4,24.99,Approved,A
1010,10,24.99,Approved,A
1766,8,9.99,Approved,B
1974,8,8.49,Approved,A
1974,9,8.49,Approved,A
1462,8,49.99,Approved,A
1462,7,49.99,Approved,A
1462,9,49.99,Approved,A
429,7,13.49,Approved,A
429,8,13.49,Approved,A
429,9,13.49,Approved,A
1294,9,12.99,Approved,C
1381,8,99.99,Approved,B
1381,9,99.99,Approved,B
156,7,4.79,Approved,A
156,8,4.79,Approved,A
156,9,4.79,Approved,A
152,4,4.79,Approved,A
152,1,4.79,Approved,A
152,2,4.79,Approved,A
152,5,4.99,Approved,A
471,3,8.99,Approved,B
471,2,8.99,Approved,B
471,4,8.99,Approved,B
471,1,8.99,Approved,B
471,5,10.99,Approved,B
1375,1,18.89,Approved,A
1375,3,18.89,Approved,A
1375,2,18.89,Approved,A
1375,5,24.99,Approved,A
1919,5,15.99,Approved,B
606,4,6.99,Approved,C
606,2,6.99,Approved,C
606,1,6.99,Approved,C
606,5,6.99,Approved,C
151,1,8.49,Approved,C
151,4,8.49,Approved,C
151,5,8.99,Approved,C
155,4,8.49,Approved,A
155,2,8.49,Approved,A
155,3,8.49,Approved,A
155,5,8.99,Approved,A
1823,4,7.99,Approved,B
1823,3,7.99,Approved,B
1823,5,9.99,Approved,B
1974,2,8.99,Approved,A
1974,5,8.99,Approved,A
1462,3,64.99,Approved,A
1462,2,64.99,Approved,A
1462,1,64.99,Approved,A
1462,5,49.99,Approved,A
429,4,12.99,Approved,A
429,10,13.99,Approved,A
1294,3,11.99,Approved,C
1294,4,11.99,Approved,C
1294,1,11.99,Approved,C
1294,2,11.99,Approved,C
1294,5,16.49,Approved,C
1381,3,99.99,Approved,B
1381,4,99.99,Approved,B
1381,2,99.99,Approved,B
1381,1,99.99,Approved,B
1381,5,99.99,Approved,B
1860,1,24.99,Approved,A
1860,3,24.99,Approved,A
1860,4,24.99,Approved,A
156,2,4.79,Approved,A
156,4,4.79,Approved,A
156,5,4.99,Approved,A
984,4,9.99,Approved,B
1219,3,16.99,Approved,A
1219,1,16.99,Approved,A
636,4,15.99,Approved,A
636,2,15.99,Approved,A
636,3,15.99,Approved,A
636,5,17.99,Approved,A
1058,10,13.99,Approved,A
1499,10,39.99,Approved,B
1380,6,85.99,Approved,C
1380,10,109.99,Approved,C
123,6,22.49,Approved,A
772,6,14.99,Approved,A
772,10,14.99,Approved,A
1015,6,24.49,Approved,B
1857,6,29.99,Approved,C
1857,10,37.99,Approved,C
364,10,14.49,Approved,B
1949,5,27.99,Approved,B
1943,6,5.99,Approved,A
881,6,9.99,Approved,A
1129,6,35.99,Approved,B
1039,2,13.99,Approved,B
1039,4,13.99,Approved,B
1039,5,13.99,Approved,B
787,3,72.99,Approved,A
787,1,72.99,Approved,A
787,2,72.99,Approved,A
416,8,8.99,Approved,C
416,9,8.99,Approved,C
416,7,8.99,Approved,C
245,8,14.99,Approved,D
943,8,11.29,Approved,D
943,9,11.29,Approved,D
913,7,49.99,Approved,B
913,9,49.99,Approved,B
913,8,49.99,Approved,B
1172,8,8.49,Approved,B
1172,9,8.49,Approved,B
1038,7,12.99,Approved,C
1038,9,12.99,Approved,C
1038,8,12.99,Approved,C
442,7,7.49,Approved,A
442,8,7.49,Approved,A
442,9,7.49,Approved,A
6,7,9.49,Approved,A
6,9,9.49,Approved,A
136,7,8.99,Approved,B
136,8,8.99,Approved,B
150,7,4.79,Approved,B
1115,9,36.99,Approved,A
1115,7,36.99,Approved,A
137,7,8.99,Approved,C
137,8,8.99,Approved,C
137,9,8.99,Approved,C
706,7,11.99,Approved,A
706,9,11.99,Approved,A
1817,7,39.99,Approved,D
1350,7,9.99,Approved,C
1350,8,9.99,Approved,C
1350,9,9.99,Approved,C
815,7,53.99,Approved,A
815,9,53.99,Approved,A
815,8,53.99,Approved,A
1039,7,13.99,Approved,B
1039,9,13.99,Approved,B
1547,7,8.99,Approved,A
1547,9,8.99,Approved,A
1547,8,8.99,Approved,A
39,8,44.99,Approved,A
1393,7,19.99,Approved,A
1393,9,19.99,Approved,A
1393,8,19.99,Approved,A
1363,7,9.99,Approved,B
699,7,22.49,Approved,B
699,9,22.49,Approved,B
699,8,22.49,Approved,B
1855,7,9.99,Approved,D
1855,8,9.99,Approved,D
